#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
BGC0001061_pokR1_17812	0.0000	3198	0.7602	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokGT2_17813	0.0000	1149	0.7581	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokABC2_17814	0.0000	810	0.6778	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokABC1_17815	0.0000	933	0.7085	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokGT1_17816	0.0000	1194	0.7630	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokS6_17817	0.0000	1029	0.7590	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokS5_17818	0.0000	1299	0.6944	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokU2_17819	0.0000	1155	0.7541	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokU1_17820	0.0000	522	0.7088	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokS4_17821	0.0000	1002	0.7485	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokS3_17822	0.0000	1431	0.6960	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokM3_17823	0.0000	1656	0.7337	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokM1_17824	0.0000	5220	0.7454	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokM2_17825	0.0000	1029	0.7123	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokMT1_17826	0.0000	1044	0.6695	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokP1_17827	0.0000	1269	0.7203	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokP2_17828	0.0000	1224	0.7426	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokP3_17829	0.0000	258	0.6899	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokAC1_17830	0.0000	1740	0.7328	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokAC3_17831	0.0000	537	0.7132	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokAC2_17832	0.1189	1413	0.7183	5.9448	84	1	1	0.5952	0	0.47
BGC0001061_pokS1_17833	0.0000	1065	0.6873	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokS2_17834	0.0000	990	0.6505	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokR2_17835	0.0000	813	0.6765	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokMT2_17836	0.0000	1038	0.7187	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokT1_17837	0.0000	780	0.7487	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokO1_17838	0.0000	1230	0.7098	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokC2_17839	0.0000	786	0.7061	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokMT3_17840	0.0000	1116	0.7195	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokC1_17841	0.0000	453	0.7219	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokO3_17842	0.0000	330	0.6636	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokL_17843	0.0000	1488	0.7332	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokC3_17844	0.0000	945	0.7016	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokT2_17845	0.0000	756	0.7421	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokO2_17846	0.0000	1626	0.7291	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokO4_17847	0.0000	1521	0.7403	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokS7_17848	0.0000	615	0.7138	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokS9_17849	0.0000	960	0.7542	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokU3_17850	0.0000	975	0.6892	0.0000	0	0	0	0.0000	0	0.00
BGC0001061_pokX1_17851	0.0000	289	0.6990	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17852	0.0000	885	0.7028	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17853	0.0000	1662	0.7232	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17854	0.0000	1524	0.7566	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17855	0.0000	2076	0.7134	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17856	0.0000	1887	0.7742	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17857	0.0000	471	0.6624	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17858	0.0000	620	0.6839	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17859	0.0000	1482	0.7321	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17860	0.0000	468	0.6944	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17861	0.0000	1863	0.7139	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17862	0.0000	1005	0.6886	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17863	0.0000	921	0.7318	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17864	0.0000	738	0.7304	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17865	0.0000	876	0.7329	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17866	0.0000	324	0.6358	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17867	0.0000	432	0.6667	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17868	0.0000	1272	0.7131	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17869	0.0000	1218	0.7250	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17870	0.0000	249	0.6867	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17871	0.0000	459	0.6710	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17872	0.0000	750	0.7053	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17873	0.0000	333	0.6607	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17874	0.0000	315	0.7048	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17875	0.0000	1077	0.7326	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17876	0.0000	1527	0.7079	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17877	0.0000	213	0.7183	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17878	0.0000	1629	0.7373	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17879	0.0000	1293	0.7401	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17880	0.0000	7887	0.7543	0.0000	0	0	0	0.0000	0	0.00
BGC0001062_NULL_17881	0.0000	882	0.6939	0.0000	0	0	0	0.0000	0	0.00
BGC0001063_SCO5877_17882	0.0000	1053	0.7208	0.0000	0	0	0	0.0000	0	0.00
BGC0001063_SCO5878_17883	0.0000	2949	0.7599	0.0000	0	0	0	0.0000	0	0.00
BGC0001063_SCO5879_17884	0.0000	1176	0.7185	0.0000	0	0	0	0.0000	0	0.00
BGC0001063_SCO5880_17885	0.0000	321	0.6542	0.0000	0	0	0	0.0000	0	0.00
BGC0001063_SCO5881_17886	0.0000	654	0.6514	0.0000	0	0	0	0.0000	0	0.00
BGC0001063_SCO5882_17887	0.0000	1188	0.7744	0.0000	0	0	0	0.0000	0	0.00
BGC0001063_SCO5883_17888	0.0000	786	0.7697	0.0000	0	0	0	0.0000	0	0.00
BGC0001063_SCO5884_17889	0.0000	891	0.7048	0.0000	0	0	0	0.0000	0	0.00
BGC0001063_SCO5885_17890	0.0000	441	0.6961	0.0000	0	0	0	0.0000	0	0.00
BGC0001063_SCO5886_17891	0.0000	1224	0.7647	0.0000	0	0	0	0.0000	0	0.00
BGC0001063_SCO5887_17892	0.0000	246	0.6382	0.0000	0	0	0	0.0000	0	0.00
BGC0001063_SCO5888_17893	0.0000	1008	0.7490	0.0000	0	0	0	0.0000	0	0.00
BGC0001063_SCO5889_17894	0.0000	264	0.6629	0.0000	0	0	0	0.0000	0	0.00
BGC0001063_SCO5890_17895	0.0000	1923	0.7244	0.0000	0	0	0	0.0000	0	0.00
BGC0001063_SCO5891_17896	0.0000	1599	0.7398	0.0000	0	0	0	0.0000	0	0.00
BGC0001063_SCO5892_17897	0.0000	6894	0.7569	0.0000	0	0	0	0.0000	0	0.00
BGC0001063_SCO5893_17898	0.0000	1044	0.7337	0.0000	0	0	0	0.0000	0	0.00
BGC0001063_SCO5894_17899	0.0000	843	0.7461	0.0000	0	0	0	0.0000	0	0.00
BGC0001063_SCO5895_17900	0.0000	1089	0.7227	0.0000	0	0	0	0.0000	0	0.00
BGC0001063_SCO5896_17901	0.0000	2802	0.7152	0.0000	0	0	0	0.0000	0	0.00
BGC0001063_SCO5897_17902	0.0000	1188	0.6852	0.0000	0	0	0	0.0000	0	0.00
BGC0001063_SCO5898_17903	0.0000	681	0.6476	0.0000	0	0	0	0.0000	0	0.00
BGC0001064_NULL_17904	0.0000	1818	0.4021	0.0000	0	0	0	0.0000	0	0.00
BGC0001064_NULL_17905	0.0000	327	0.3976	0.0000	0	0	0	0.0000	0	0.00
BGC0001064_NULL_17906	0.0000	1416	0.3955	0.0000	0	0	0	0.0000	0	0.00
BGC0001064_NULL_17907	0.0000	3687	0.4239	0.0000	0	0	0	0.0000	0	0.00
BGC0001064_NULL_17908	0.0000	1242	0.4452	0.0000	0	0	0	0.0000	0	0.00
BGC0001064_NULL_17909	0.0000	1260	0.4365	0.0000	0	0	0	0.0000	0	0.00
BGC0001064_NULL_17910	0.0000	765	0.3660	0.0000	0	0	0	0.0000	0	0.00
BGC0001064_NULL_17911	0.0000	6675	0.4028	0.0000	0	0	0	0.0000	0	0.00
BGC0001064_NULL_17912	0.0000	1122	0.4109	0.0000	0	0	0	0.0000	0	0.00
BGC0001064_NULL_17913	0.0000	600	0.3900	0.0000	0	0	0	0.0000	0	0.00
BGC0001064_NULL_17914	0.0000	1956	0.4433	0.0000	0	0	0	0.0000	0	0.00
BGC0001064_NULL_17915	0.0000	1608	0.4310	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-1_17916	0.0000	1057	0.7417	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-2_17917	0.0000	1386	0.7431	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-3_17918	0.0000	1554	0.7413	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-4_17919	0.0000	741	0.7422	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-5_17920	0.0000	1152	0.7231	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-6_17921	0.0906	1104	0.6857	9.0580	100	1	0	0.7000	0	0.29
BGC0001065_sccontig008-7_17922	0.0000	297	0.6566	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-8_17923	0.0000	2604	0.7435	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-9_17924	0.0000	531	0.7382	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-10_17925	0.0000	1512	0.7401	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-11_17926	0.0000	717	0.7113	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-12_17927	0.0000	711	0.7342	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-13_17928	0.0000	996	0.7631	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-14_17929	0.0000	1773	0.6537	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-15_17930	0.0000	969	0.6811	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-16_17931	0.0000	330	0.6727	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-17_17932	0.0000	810	0.6975	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-18_17933	0.0000	1023	0.7390	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-19_17934	0.0000	786	0.7239	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_herA_17935	0.0000	1029	0.7648	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_herB_17936	0.0000	19185	0.7503	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_herC_17937	0.0000	21417	0.7598	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_herD_17938	0.0000	6093	0.7628	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_herE_17939	0.0000	1434	0.7559	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_herF_17940	0.0000	894	0.7170	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_herG_17941	0.0000	1269	0.7124	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-20_17942	0.0000	534	0.7547	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-21_17943	0.0000	1269	0.7321	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-22_17944	0.0000	837	0.7491	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-23_17945	0.0000	468	0.7009	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-24_17946	0.0000	789	0.6933	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-25_17947	0.0000	1101	0.6975	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-26_17948	0.0000	1191	0.6952	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-27_17949	0.0000	681	0.7137	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-28_17950	0.0000	675	0.7407	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-29_17951	0.0000	1041	0.7243	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-30_17952	0.0000	972	0.7150	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-31_17953	0.0000	1185	0.7350	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-32_17954	0.0000	1344	0.7336	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-33_17955	0.0000	279	0.7061	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-34_17956	0.0000	588	0.7330	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-35_17957	0.0000	1008	0.7272	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-36_17958	0.0000	1236	0.7217	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-37_17959	0.0000	1179	0.7549	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-38_17960	0.0000	867	0.7382	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-39_17961	0.0000	195	0.6256	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-40_17962	0.0000	372	0.7124	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-41_17963	0.0000	1050	0.7600	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-42_17964	0.0000	1398	0.6924	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-43_17965	0.0000	714	0.7003	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-44_17966	0.0000	411	0.7153	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-45_17967	0.0000	1434	0.6974	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-46_17968	0.0000	1365	0.6938	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-47_17969	0.0000	918	0.7113	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-48_17970	0.0000	1272	0.7068	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-49_17971	0.0000	2802	0.7141	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-50_17972	0.0000	828	0.7283	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-51_17973	0.0000	1053	0.7265	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-52_17974	0.0000	1044	0.7328	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-53_17975	0.0000	729	0.6722	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-54_17976	0.0000	1287	0.7304	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-55_17977	0.0000	1422	0.7018	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-56_17978	0.0000	1275	0.7098	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-57_17979	0.0000	630	0.7333	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-58_17980	0.0000	2454	0.7070	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-59_17981	0.0000	960	0.6844	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-60_17982	0.0000	981	0.7013	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-61_17983	0.0000	1365	0.6784	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-62_17984	0.0000	1116	0.7186	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-63_17985	0.0000	768	0.7148	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-64_17986	0.0000	2055	0.7066	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-65_17987	0.0000	1197	0.7277	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-66_17988	0.0000	1842	0.7177	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-67_17989	0.0000	1482	0.7159	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-68_17990	0.0000	1842	0.6938	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-69_17991	0.0000	1458	0.7154	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-70_17992	0.0000	456	0.6798	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-71_17993	0.0000	621	0.7230	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-72_17994	0.0000	1041	0.7109	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-73_17995	0.0000	1494	0.7282	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-74_17996	0.0000	723	0.7524	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-75_17997	0.0000	1488	0.7567	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-76_17998	0.0000	606	0.7162	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-77_17999	0.0000	795	0.7270	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-78_18000	0.0000	729	0.7394	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-79_18001	0.0000	795	0.6742	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-80_18002	0.0000	1398	0.6724	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-81_18003	0.0000	1179	0.7422	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-82_18004	0.0000	1473	0.7081	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-83_18005	0.0000	819	0.7802	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-84_18006	0.0000	1083	0.7535	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-85_18007	0.0000	786	0.7303	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-86_18008	0.0000	2304	0.7188	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-87_18009	0.0000	1032	0.7151	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-88_18010	0.0000	1830	0.6874	0.0000	0	0	0	0.0000	0	0.00
BGC0001065_sccontig008-89_18011	0.0000	1242	0.6836	0.0000	0	0	0	0.0000	0	0.00
BGC0001066_ken11_18012	0.0000	441	0.7302	0.0000	0	0	0	0.0000	0	0.00
BGC0001066_ken10_18013	0.0000	1632	0.7457	0.0000	0	0	0	0.0000	0	0.00
BGC0001066_ken9_18014	0.0000	1560	0.7583	0.0000	0	0	0	0.0000	0	0.00
BGC0001066_ken7_18015	0.0000	798	0.7406	0.0000	0	0	0	0.0000	0	0.00
BGC0001066_ken6_18016	0.0000	1470	0.7633	0.0000	0	0	0	0.0000	0	0.00
BGC0001066_ken5_18017	0.0000	1692	0.7530	0.0000	0	0	0	0.0000	0	0.00
BGC0001066_ken4_18018	0.0000	1377	0.7516	0.0000	0	0	0	0.0000	0	0.00
BGC0001066_ken3_18019	0.0000	717	0.7587	0.0000	0	0	0	0.0000	0	0.00
BGC0001066_ken2_18020	0.0000	1101	0.6694	0.0000	0	0	0	0.0000	0	0.00
BGC0001066_ken1_18021	0.0000	852	0.7265	0.0000	0	0	0	0.0000	0	0.00
BGC0001066_ken12_18022	0.0000	11922	0.7284	0.0000	0	0	0	0.0000	0	0.00
BGC0001066_ken13_18023	0.0000	6519	0.7112	0.0000	0	0	0	0.0000	0	0.00
BGC0001066_ken14_18024	0.0000	10344	0.7330	0.0000	0	0	0	0.0000	0	0.00
BGC0001066_ken15_18025	0.0000	1188	0.7391	0.0000	0	0	0	0.0000	0	0.00
BGC0001066_ken16_18026	0.0000	18393	0.7411	0.0000	0	0	0	0.0000	0	0.00
BGC0001066_ken17_18027	0.0000	1344	0.7143	0.0000	0	0	0	0.0000	0	0.00
BGC0001066_ken18_18028	0.0000	456	0.7259	0.0000	0	0	0	0.0000	0	0.00
BGC0001066_ken19_18029	0.0000	1554	0.7317	0.0000	0	0	0	0.0000	0	0.00
BGC0001066_ken20_18030	0.0000	591	0.7733	0.0000	0	0	0	0.0000	0	0.00
BGC0001066_ken21_18031	0.0000	444	0.7320	0.0000	0	0	0	0.0000	0	0.00
BGC0001067_AFUA_8G00370_18032	0.0000	7389	0.5583	0.0000	0	0	0	0.0000	0	0.00
BGC0001067_AFUA_8G00380_18033	0.0000	879	0.5540	0.0000	0	0	0	0.0000	0	0.00
BGC0001067_AFUA_8G00390_18034	0.0000	747	0.5649	0.0000	0	0	0	0.0000	0	0.00
BGC0001067_AFUA_8G00400_18035	0.0000	435	0.5724	0.0000	0	0	0	0.0000	0	0.00
BGC0001067_AFUA_8G00410_18036	0.0000	1686	0.5700	0.0000	0	0	0	0.0000	0	0.00
BGC0001067_AFUA_8G00420_18037	0.0000	1869	0.5688	0.0000	0	0	0	0.0000	0	0.00
BGC0001067_AFUA_8G00430_18038	0.0000	474	0.5675	0.0000	0	0	0	0.0000	0	0.00
BGC0001067_AFUA_8G00440_18039	0.0000	2718	0.5489	0.0000	0	0	0	0.0000	0	0.00
BGC0001067_AFUA_8G00460_18040	0.0000	1194	0.5494	0.0000	0	0	0	0.0000	0	0.00
BGC0001067_AFUA_8G00470_18041	0.0000	828	0.5314	0.0000	0	0	0	0.0000	0	0.00
BGC0001067_AFUA_8G00480_18042	0.0000	930	0.5645	0.0000	0	0	0	0.0000	0	0.00
BGC0001067_AFUA_8G00490_18043	0.0000	3054	0.5373	0.0000	0	0	0	0.0000	0	0.00
BGC0001067_AFUA_8G00500_18044	0.0000	2166	0.5771	0.0000	0	0	0	0.0000	0	0.00
BGC0001067_AFUA_8G00510_18045	0.0000	1611	0.5574	0.0000	0	0	0	0.0000	0	0.00
BGC0001067_AFUA_8G00520_18046	0.0000	522	0.5345	0.0000	0	0	0	0.0000	0	0.00
BGC0001068_ctg1_orforf000000_18047	0.0000	234	0.5769	0.0000	0	0	0	0.0000	0	0.00
BGC0001068_ctg1_orf00001_18048	0.0000	1674	0.4869	0.0000	0	0	0	0.0000	0	0.00
BGC0001068_ctg1_orf0002_18049	0.0000	8790	0.5342	0.0000	0	0	0	0.0000	0	0.00
BGC0001068_ctg1_orf003_18050	0.0000	642	0.5436	0.0000	0	0	0	0.0000	0	0.00
BGC0001068_ctg1_orf04_18051	0.0000	1266	0.5474	0.0000	0	0	0	0.0000	0	0.00
BGC0001068_ctg1_orf5_18052	0.0000	4041	0.5234	0.0000	0	0	0	0.0000	0	0.00
BGC0001068_ctg1_orf6_18053	0.0000	144	0.4931	0.0000	0	0	0	0.0000	0	0.00
BGC0001068_ctg1_orf7_18054	0.0000	689	0.5051	0.0000	0	0	0	0.0000	0	0.00
BGC0001069_NULL_18055	0.0000	825	0.6824	0.0000	0	0	0	0.0000	0	0.00
BGC0001069_chiA_18056	0.0000	2421	0.6890	0.0000	0	0	0	0.0000	0	0.00
BGC0001069_chiB_18057	0.0000	17532	0.7340	0.0000	0	0	0	0.0000	0	0.00
BGC0001069_chiC_18058	0.0000	25254	0.7352	0.0000	0	0	0	0.0000	0	0.00
BGC0001069_chiD_18059	0.0000	13926	0.7230	0.0000	0	0	0	0.0000	0	0.00
BGC0001069_chiE_18060	0.0000	14520	0.7346	0.0000	0	0	0	0.0000	0	0.00
BGC0001069_chiF_18061	0.0000	17601	0.7228	0.0000	0	0	0	0.0000	0	0.00
BGC0001069_chiG_18062	0.0000	939	0.6379	0.0000	0	0	0	0.0000	0	0.00
BGC0001069_NULL_18063	0.0000	555	0.7063	0.0000	0	0	0	0.0000	0	0.00
BGC0001070_orf_L20_18064	0.0000	1172	0.7346	0.0000	0	0	0	0.0000	0	0.00
BGC0001070_orf_L19_18065	0.0000	843	0.7592	0.0000	0	0	0	0.0000	0	0.00
BGC0001070_orf_L18_18066	0.0000	642	0.7227	0.0000	0	0	0	0.0000	0	0.00
BGC0001070_orf_L17_18067	0.0000	1629	0.7060	0.0000	0	0	0	0.0000	0	0.00
BGC0001070_orf_L16_18068	0.0000	1026	0.7290	0.0000	0	0	0	0.0000	0	0.00
BGC0001070_orf_L15_18069	0.0000	1053	0.6876	0.0000	0	0	0	0.0000	0	0.00
BGC0001070_orf_L14_18070	0.0000	975	0.7179	0.0000	0	0	0	0.0000	0	0.00
BGC0001070_orf_L13_18071	0.0000	924	0.7002	0.0000	0	0	0	0.0000	0	0.00
BGC0001070_orf_L12_18072	0.0000	1419	0.7259	0.0000	0	0	0	0.0000	0	0.00
BGC0001070_orf_L11_18073	0.0000	420	0.7048	0.0000	0	0	0	0.0000	0	0.00
BGC0001070_orf_L10_18074	0.0000	852	0.7195	0.0000	0	0	0	0.0000	0	0.00
BGC0001070_orf_L9_18075	0.0000	1149	0.7058	0.0000	0	0	0	0.0000	0	0.00
BGC0001070_orf_L8_18076	0.0000	1635	0.6728	0.0000	0	0	0	0.0000	0	0.00
BGC0001070_orf_L7_18077	0.0000	738	0.6694	0.0000	0	0	0	0.0000	0	0.00
BGC0001070_orf_L6_18078	0.0000	1134	0.6667	0.0000	0	0	0	0.0000	0	0.00
BGC0001070_orf_L5_18079	0.0000	1203	0.6675	0.0000	0	0	0	0.0000	0	0.00
BGC0001070_orf_L4_18080	0.0000	768	0.6914	0.0000	0	0	0	0.0000	0	0.00
BGC0001070_orf_L3_18081	0.0000	267	0.7416	0.0000	0	0	0	0.0000	0	0.00
BGC0001070_orf_L2_18082	0.0000	543	0.6888	0.0000	0	0	0	0.0000	0	0.00
BGC0001070_orf_L1_18083	0.0000	507	0.6647	0.0000	0	0	0	0.0000	0	0.00
BGC0001070_kirP_18084	0.0000	756	0.6971	0.0000	0	0	0	0.0000	0	0.00
BGC0001070_kirAI_18085	0.0000	5982	0.7369	0.0000	0	0	0	0.0000	0	0.00
